Path,Field,DataType,Size,Dim1,Dim2,AttrDepth,TimeInfo,Comment
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,cogY,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,height,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,horProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,horProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,horProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,horProjection,float64,1280,1280,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,imageRawData,int16,1310720,1024,1280,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,imageTimeStamp,int64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,intensityAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,intensityHistogram,int32,1000,1000,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,intensityRMS,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,intensitySigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,pixelSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,verProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,verProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,verProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,verProjection,float64,1024,1024,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.01TT41.CAM1/ExtractionImage,width,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,beamIntensity,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,beamSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,cogX,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,cogY,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,height,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,horProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,horProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,horProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,horProjection,float64,1282,1282,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,imageRawData,int16,1315332,1026,1282,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,imageTimeStamp,int64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,intensityAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,intensityHistogram,int32,1000,1000,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,intensityRMS,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,intensitySigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,pixelSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,verProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,verProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,verProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,verProjection,float64,1026,1026,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.02TT41.CAM2/ExtractionImage,width,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,beamIntensity,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,beamSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,cogX,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,cogY,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,height,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,horProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,horProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,horProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,horProjection,float64,1920,1920,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,imageRawData,int16,2304000,1200,1920,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,imageTimeStamp,int64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,intensityAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,intensityHistogram,int32,1000,1000,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,intensityRMS,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,intensitySigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,pixelSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,verProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,verProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,verProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,verProjection,float64,1200,1200,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,width,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,beamIntensity,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,beamSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,cogX,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,cogY,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,height,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,horProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,horProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,horProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,horProjection,float64,1920,1920,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,imageRawData,int16,2304000,1200,1920,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,imageTimeStamp,int64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,intensityAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,intensityHistogram,int32,1000,1000,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,intensityRMS,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,intensitySigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,pixelSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,verProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,verProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,verProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,verProjection,float64,1200,1200,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,width,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,beamIntensity,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,beamSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,cogX,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,cogY,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,height,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,horProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,horProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,horProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,horProjection,float64,1920,1920,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,imageRawData,int16,2304000,1200,1920,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,imageTimeStamp,int64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,intensityAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,intensityHistogram,int32,1000,1000,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,intensityRMS,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,intensitySigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,pixelSize,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,verProjAmp,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,verProjAvg,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,verProjSigma,float64,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,verProjection,float64,1200,1200,0,2,imageTimeStamp,None
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,width,int32,1,1,0,2,imageTimeStamp,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,bpmNames,|S15,32,32,0,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,dynDestination,|S8,1,1,0,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,horPosOk,None,0,None,None,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,horPosition,float32,32,32,0,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,nbOfBpms,int16,1,1,0,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,verPosOk,None,0,None,None,2,None,None
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,verPosition,float32,32,32,0,2,None,None
/AwakeEventData/FWHEEL01/Acq,backWheelPositionDescription,|S6,1,1,0,2,None,None
/AwakeEventData/FWHEEL01/Acq,frontWheelPositionDescription,|S6,1,1,0,2,None,None
/AwakeEventData/FWHEEL01/Acq,status,|S7,1,1,0,2,None,None
/AwakeEventData/MPP-TSG41WHEEL-1/Acquisition,mmPosition,float64,1,1,0,0,None,None
/AwakeEventData/PMOTOR01/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR02/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR03/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR04/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR05/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR06/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR13/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR14/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR15/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/PMOTOR16/Acquisition,position,int32,1,1,0,0,None,None
/AwakeEventData/RPPCV.BB4.RBIH.412147,Interlock.FEI.I.MEAS,float32,2,2,0,0,None,None
/AwakeEventData/RPPCV.BB4.RBIH.412338,Interlock.FEI.I.MEAS,float32,2,2,0,0,None,None
/AwakeEventData/RPPCV.BB4.RBIV.412223,Interlock.FEI.I.MEAS,float32,2,2,0,0,None,None
/AwakeEventData/RPPCV.BB4.RBIV.412335,Interlock.FEI.I.MEAS,float32,2,2,0,0,None,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE27.CH02/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,CTime,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,cycleTag,int32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,diffStamps,int64,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,firstSampleTime,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,offset,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,sampleInterval,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,sensitivity,float32,1,1,0,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,triggerError,float32,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,triggerStamp,int64,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,value,int16,0,None,None,2,triggerStamp,None
/AwakeEventData/SR.SCOPE30.CH02/Acquisition,value_units,|S1,1,1,0,2,triggerStamp,None
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR,FileRead,|S137,1,None,None,0,None,None
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,FileRead,|S136,1,None,None,0,None,None
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,|S134,1,None,None,0,None,None
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,|S134,1,None,None,0,None,None
/AwakeEventData/TT41.BCTF.412340/Acquisition,totalIntensityPreferred,float32,1,1,0,0,None,None
/AwakeEventData/TT41.BTV.412350,Acquisition,|S98,1,None,None,0,None,None
/AwakeEventData/TT41.BTV.412350,Image,|S92,1,None,None,0,None,None
/AwakeEventData/TT41.BTV.412350.STREAK,StreakImage,|S125,1,None,None,0,None,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqCounter,int32,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqDesc,|S7,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqMsg,|S2,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqState,int64,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqTime,|S26,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqTimeInCycle,float64,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqType,|S13,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqTypeMaxNumber,int16,5,5,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqTypeNumber,int16,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,acqTypeStr,|S14,5,5,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,amplitudeSet1,float64,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,amplitudeSet2,float64,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,beamID,int32,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cameraOffset,int16,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cameraOffset_max,int16,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cameraOffset_min,int16,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cameraSwitch,|S2,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cameraZoom,|S3,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,cycleTime,|S26,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,descSet1,|S21,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,descSet2,|S19,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,deviceName,|S15,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,filterSelect,|S4,1,1,0,2,acqTime,None
/AwakeEventData/TT41.BTV.412353/Acquisition,filterSelectStr,|S9,4,4,0,2,acqTime,None
